CustomerKey,CustomerID,CustomerSegment,State,City,Gender,AgeGroup,IncomeGroup,KYCStatus,JoinYear,CustomerTenure
2256,CUST02256,Standard,Uttar Pradesh,Kanpur,Male,60+,Low,Verified,2023,3
2257,CUST02257,Gold,West Bengal,Kolkata,Female,26-35,Low,Verified,2024,2
2258,CUST02258,Standard,Kerala,Kochi,Female,18-25,High,Verified,2020,6
2259,CUST02259,Standard,Uttar Pradesh,Lucknow,Male,36-45,Middle,Verified,2026,0
2260,CUST02260,Gold,Telangana,Hyderabad,Female,46-60,Low,Verified,2022,4
2261,CUST02261,Gold,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2026,0
2262,CUST02262,Standard,Rajasthan,Jaipur,Male,36-45,Middle,Verified,2026,0
2263,CUST02263,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2023,3
2264,CUST02264,Standard,Rajasthan,Udaipur,Female,36-45,Middle,Verified,2026,0
2265,CUST02265,Gold,Tamil Nadu,Chennai,Female,26-35,Low,Verified,2023,3
2266,CUST02266,Standard,Maharashtra,Nagpur,Male,26-35,High,Verified,2021,5
2267,CUST02267,Gold,Kerala,Kozhikode,Male,46-60,Middle,Verified,2026,0
2268,CUST02268,Gold,Uttar Pradesh,Lucknow,Female,18-25,Middle,Verified,2022,4
2269,CUST02269,Standard,Uttar Pradesh,Kanpur,Male,26-35,Low,Verified,2026,0
2270,CUST02270,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2023,3
2271,CUST02271,Premium,Kerala,Thiruvananthapuram,Male,60+,Middle,Verified,2026,0
2272,CUST02272,Standard,Telangana,Hyderabad,Female,26-35,Low,Verified,2023,3
2273,CUST02273,Standard,Tamil Nadu,Coimbatore,Male,26-35,High,Verified,2020,6
2274,CUST02274,Premium,Rajasthan,Udaipur,Male,26-35,Middle,Verified,2022,4
2275,CUST02275,Premium,West Bengal,Kolkata,Male,18-25,Low,Verified,2022,4
2276,CUST02276,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2025,1
2277,CUST02277,Standard,Gujarat,Ahmedabad,Male,60+,High,Verified,2025,1
2278,CUST02278,Premium,Telangana,Hyderabad,Male,36-45,Middle,Verified,2025,1
2279,CUST02279,Gold,Kerala,Kozhikode,Male,26-35,Middle,Verified,2026,0
2280,CUST02280,Standard,Karnataka,Bengaluru,Female,36-45,Middle,Verified,2020,6
2281,CUST02281,Standard,Uttar Pradesh,Noida,Female,26-35,Low,Verified,2023,3
2282,CUST02282,Standard,Uttar Pradesh,Kanpur,Male,36-45,Middle,Verified,2026,0
2283,CUST02283,Gold,Maharashtra,Pune,Female,60+,Middle,Verified,2020,6
2284,CUST02284,Standard,Maharashtra,Mumbai,Female,36-45,Low,Pending,2025,1
2285,CUST02285,Gold,Telangana,Hyderabad,Male,18-25,Low,Verified,2025,1
2286,CUST02286,Gold,Uttar Pradesh,Lucknow,Female,26-35,Middle,Verified,2025,1
2287,CUST02287,Gold,Gujarat,Vadodara,Female,26-35,Low,Verified,2023,3
2288,CUST02288,Gold,Uttar Pradesh,Noida,Female,18-25,Middle,Verified,2022,4
2289,CUST02289,Gold,Telangana,Hyderabad,Male,26-35,High,Verified,2026,0
2290,CUST02290,Standard,West Bengal,Kolkata,Male,26-35,Middle,Verified,2022,4
2291,CUST02291,Standard,Maharashtra,Mumbai,Male,46-60,High,Verified,2022,4
2292,CUST02292,Gold,Maharashtra,Nagpur,Male,26-35,High,Verified,2022,4
2293,CUST02293,Standard,West Bengal,Durgapur,Male,26-35,Middle,Verified,2025,1
2294,CUST02294,Standard,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2021,5
2295,CUST02295,Standard,Gujarat,Surat,Male,36-45,Middle,Verified,2023,3
2296,CUST02296,Standard,Telangana,Hyderabad,Male,36-45,Low,Verified,2023,3
2297,CUST02297,Gold,Telangana,Hyderabad,Male,46-60,Middle,Verified,2024,2
2298,CUST02298,Gold,Maharashtra,Mumbai,Female,46-60,Middle,Verified,2026,0
2299,CUST02299,Standard,West Bengal,Siliguri,Male,36-45,Low,Verified,2021,5
2300,CUST02300,Gold,Tamil Nadu,Madurai,Male,26-35,Middle,Verified,2024,2
2301,CUST02301,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2023,3
2302,CUST02302,Gold,Gujarat,Surat,Female,18-25,Low,Verified,2026,0
2303,CUST02303,Standard,Uttar Pradesh,Noida,Female,18-25,Low,Verified,2025,1
2304,CUST02304,Gold,Delhi,New Delhi,Female,26-35,Middle,Verified,2026,0
2305,CUST02305,Standard,Delhi,New Delhi,Male,46-60,Low,Verified,2026,0
2306,CUST02306,Standard,Delhi,New Delhi,Female,26-35,Low,Verified,2021,5
2307,CUST02307,Gold,Uttar Pradesh,Lucknow,Female,46-60,Middle,Pending,2026,0
2308,CUST02308,Standard,Tamil Nadu,Madurai,Male,26-35,Middle,Verified,2026,0
2309,CUST02309,Premium,Maharashtra,Nagpur,Female,18-25,Middle,Pending,2024,2
2310,CUST02310,Standard,Rajasthan,Udaipur,Male,36-45,Middle,Verified,2022,4
2311,CUST02311,Standard,Gujarat,Surat,Male,36-45,Low,Verified,2024,2
2312,CUST02312,Standard,Maharashtra,Nagpur,Female,26-35,Low,Verified,2023,3
2313,CUST02313,Standard,West Bengal,Siliguri,Female,26-35,Middle,Verified,2026,0
2314,CUST02314,Standard,Uttar Pradesh,Kanpur,Male,26-35,Middle,Verified,2024,2
2315,CUST02315,Premium,Gujarat,Ahmedabad,Female,36-45,Middle,Verified,2022,4
2316,CUST02316,Standard,Telangana,Warangal,Female,60+,Middle,Verified,2026,0
2317,CUST02317,Gold,Maharashtra,Mumbai,Male,26-35,Low,Verified,2022,4
2318,CUST02318,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2024,2
2319,CUST02319,Gold,Maharashtra,Mumbai,Female,18-25,Middle,Verified,2022,4
2320,CUST02320,Standard,Delhi,New Delhi,Female,18-25,High,Verified,2024,2
2321,CUST02321,Standard,Gujarat,Ahmedabad,Male,26-35,Low,Verified,2021,5
2322,CUST02322,Premium,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2026,0
2323,CUST02323,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2025,1
2324,CUST02324,Standard,Gujarat,Vadodara,Male,36-45,Low,Verified,2024,2
2325,CUST02325,Standard,Delhi,New Delhi,Female,36-45,Middle,Verified,2020,6
2326,CUST02326,Standard,Maharashtra,Pune,Male,26-35,Middle,Verified,2026,0
2327,CUST02327,Standard,Karnataka,Bengaluru,Male,18-25,Middle,Verified,2026,0
2328,CUST02328,Standard,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2020,6
2329,CUST02329,Standard,West Bengal,Durgapur,Female,26-35,High,Verified,2023,3
2330,CUST02330,Premium,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2022,4
2331,CUST02331,Gold,West Bengal,Siliguri,Male,18-25,Middle,Rejected,2024,2
2332,CUST02332,Standard,Telangana,Warangal,Female,36-45,High,Verified,2024,2
2333,CUST02333,Standard,Delhi,New Delhi,Female,26-35,Low,Verified,2026,0
2334,CUST02334,Gold,West Bengal,Siliguri,Male,36-45,Middle,Pending,2025,1
2335,CUST02335,Premium,Telangana,Warangal,Male,26-35,Low,Verified,2023,3
2336,CUST02336,Premium,Maharashtra,Pune,Male,26-35,High,Verified,2023,3
2337,CUST02337,Gold,Kerala,Thiruvananthapuram,Female,26-35,Middle,Verified,2025,1
2338,CUST02338,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2023,3
2339,CUST02339,Premium,Gujarat,Vadodara,Male,36-45,Middle,Verified,2025,1
2340,CUST02340,Gold,Gujarat,Surat,Female,26-35,Middle,Verified,2026,0
2341,CUST02341,Standard,Kerala,Kochi,Female,36-45,Low,Verified,2026,0
2342,CUST02342,Standard,Rajasthan,Jodhpur,Male,26-35,Low,Verified,2024,2
2343,CUST02343,Standard,Rajasthan,Udaipur,Female,36-45,Middle,Verified,2025,1
2344,CUST02344,Gold,Gujarat,Ahmedabad,Male,26-35,Low,Verified,2024,2
2345,CUST02345,Standard,West Bengal,Siliguri,Female,18-25,High,Verified,2026,0
2346,CUST02346,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2020,6
2347,CUST02347,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2024,2
2348,CUST02348,Standard,Kerala,Kochi,Male,26-35,Middle,Verified,2026,0
2349,CUST02349,Standard,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2019,7
2350,CUST02350,Gold,Maharashtra,Mumbai,Female,36-45,Low,Verified,2023,3
2351,CUST02351,Standard,Karnataka,Bengaluru,Female,60+,Low,Verified,2023,3
2352,CUST02352,Premium,Tamil Nadu,Coimbatore,Male,36-45,High,Verified,2020,6
2353,CUST02353,Gold,Karnataka,Mysuru,Male,60+,Middle,Verified,2021,5
2354,CUST02354,Premium,Delhi,New Delhi,Female,36-45,Middle,Verified,2023,3
2355,CUST02355,Gold,Delhi,New Delhi,Male,36-45,Low,Verified,2020,6
2356,CUST02356,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
2357,CUST02357,Standard,Maharashtra,Mumbai,Female,36-45,Middle,Verified,2026,0
2358,CUST02358,Standard,Kerala,Thiruvananthapuram,Female,46-60,Middle,Verified,2025,1
2359,CUST02359,Premium,West Bengal,Siliguri,Female,18-25,High,Verified,2024,2
2360,CUST02360,Standard,Telangana,Warangal,Male,36-45,Low,Rejected,2021,5
2361,CUST02361,Standard,Telangana,Warangal,Male,18-25,Middle,Verified,2025,1
2362,CUST02362,Gold,Delhi,New Delhi,Male,36-45,Middle,Verified,2023,3
2363,CUST02363,Premium,Uttar Pradesh,Lucknow,Female,18-25,Middle,Verified,2026,0
2364,CUST02364,Gold,Rajasthan,Jodhpur,Female,36-45,Low,Verified,2026,0
2365,CUST02365,Gold,Maharashtra,Nagpur,Male,18-25,Low,Verified,2021,5
2366,CUST02366,Standard,Maharashtra,Mumbai,Female,46-60,Middle,Verified,2024,2
2367,CUST02367,Standard,West Bengal,Kolkata,Female,36-45,Middle,Verified,2026,0
2368,CUST02368,Standard,Karnataka,Mangaluru,Male,46-60,Low,Verified,2025,1
2369,CUST02369,Gold,Rajasthan,Jodhpur,Female,26-35,Middle,Verified,2024,2
2370,CUST02370,Standard,West Bengal,Siliguri,Female,18-25,Low,Verified,2022,4
2371,CUST02371,Standard,Delhi,New Delhi,Male,46-60,Low,Rejected,2024,2
2372,CUST02372,Premium,Tamil Nadu,Coimbatore,Male,26-35,Low,Verified,2021,5
2373,CUST02373,Standard,West Bengal,Kolkata,Male,26-35,Middle,Verified,2023,3
2374,CUST02374,Gold,Maharashtra,Pune,Female,26-35,Middle,Verified,2020,6
2375,CUST02375,Gold,Kerala,Thiruvananthapuram,Female,18-25,Low,Verified,2026,0
2376,CUST02376,Gold,Maharashtra,Mumbai,Male,60+,Middle,Verified,2022,4
2377,CUST02377,Standard,Rajasthan,Jaipur,Female,18-25,Middle,Verified,2025,1
2378,CUST02378,Standard,Maharashtra,Pune,Female,26-35,Middle,Verified,2021,5
2379,CUST02379,Gold,Uttar Pradesh,Kanpur,Female,60+,Low,Verified,2025,1
2380,CUST02380,Gold,Maharashtra,Mumbai,Male,60+,Low,Verified,2026,0
2381,CUST02381,Standard,Tamil Nadu,Madurai,Female,36-45,Middle,Verified,2025,1
2382,CUST02382,Standard,Telangana,Hyderabad,Male,36-45,Middle,Verified,2024,2
2383,CUST02383,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2025,1
2384,CUST02384,Premium,Tamil Nadu,Madurai,Male,26-35,Low,Verified,2020,6
2385,CUST02385,Standard,Delhi,New Delhi,Male,26-35,Low,Verified,2024,2
2386,CUST02386,Standard,Gujarat,Surat,Male,26-35,Middle,Verified,2021,5
2387,CUST02387,Gold,Gujarat,Vadodara,Male,26-35,Low,Verified,2025,1
2388,CUST02388,Standard,Uttar Pradesh,Noida,Female,26-35,High,Pending,2024,2
2389,CUST02389,Premium,Maharashtra,Mumbai,Female,46-60,Middle,Verified,2026,0
2390,CUST02390,Standard,Maharashtra,Pune,Female,46-60,High,Verified,2025,1
2391,CUST02391,Standard,Tamil Nadu,Chennai,Male,26-35,Middle,Verified,2025,1
2392,CUST02392,Standard,Kerala,Kozhikode,Male,60+,Middle,Verified,2026,0
2393,CUST02393,Standard,Kerala,Kochi,Male,18-25,Middle,Verified,2022,4
2394,CUST02394,Standard,Gujarat,Surat,Female,26-35,High,Verified,2019,7
2395,CUST02395,Standard,Kerala,Kochi,Male,36-45,Low,Verified,2025,1
2396,CUST02396,Standard,Uttar Pradesh,Kanpur,Female,46-60,Low,Verified,2023,3
2397,CUST02397,Gold,Karnataka,Mangaluru,Male,26-35,High,Verified,2023,3
2398,CUST02398,Standard,Maharashtra,Pune,Female,26-35,Middle,Verified,2025,1
2399,CUST02399,Premium,Delhi,New Delhi,Male,18-25,Middle,Verified,2021,5
2400,CUST02400,Standard,Karnataka,Mysuru,Male,26-35,Low,Verified,2022,4
2401,CUST02401,Standard,Telangana,Hyderabad,Male,46-60,High,Verified,2020,6
2402,CUST02402,Standard,Telangana,Warangal,Female,26-35,High,Verified,2021,5
2403,CUST02403,Standard,Telangana,Warangal,Male,60+,High,Verified,2022,4
2404,CUST02404,Standard,Karnataka,Bengaluru,Female,26-35,Middle,Verified,2022,4
2405,CUST02405,Standard,Uttar Pradesh,Noida,Male,36-45,Low,Verified,2024,2
2406,CUST02406,Standard,Tamil Nadu,Madurai,Male,26-35,High,Verified,2025,1
2407,CUST02407,Gold,Tamil Nadu,Madurai,Male,26-35,High,Verified,2020,6
2408,CUST02408,Standard,Rajasthan,Jodhpur,Male,18-25,Low,Verified,2023,3
2409,CUST02409,Standard,Karnataka,Bengaluru,Male,18-25,Middle,Verified,2026,0
2410,CUST02410,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2020,6
2411,CUST02411,Gold,West Bengal,Durgapur,Female,18-25,Middle,Verified,2024,2
2412,CUST02412,Standard,Kerala,Kochi,Male,36-45,Middle,Verified,2020,6
2413,CUST02413,Gold,Maharashtra,Nagpur,Male,26-35,Low,Verified,2026,0
2414,CUST02414,Standard,Uttar Pradesh,Noida,Male,36-45,Low,Verified,2025,1
2415,CUST02415,Premium,Rajasthan,Jodhpur,Male,18-25,Middle,Verified,2026,0
2416,CUST02416,Standard,Tamil Nadu,Coimbatore,Male,18-25,Middle,Verified,2021,5
2417,CUST02417,Premium,Karnataka,Mangaluru,Male,46-60,Middle,Verified,2026,0
2418,CUST02418,Standard,West Bengal,Siliguri,Female,60+,Low,Verified,2023,3
2419,CUST02419,Standard,Karnataka,Mysuru,Female,46-60,Low,Verified,2021,5
2420,CUST02420,Standard,Delhi,New Delhi,Female,18-25,Middle,Verified,2025,1
2421,CUST02421,Standard,Kerala,Thiruvananthapuram,Male,18-25,Low,Verified,2026,0
2422,CUST02422,Premium,Telangana,Hyderabad,Male,18-25,Middle,Verified,2021,5
2423,CUST02423,Standard,Maharashtra,Pune,Male,46-60,Low,Verified,2026,0
2424,CUST02424,Standard,Delhi,New Delhi,Male,46-60,Middle,Verified,2023,3
2425,CUST02425,Standard,Telangana,Hyderabad,Male,26-35,Low,Verified,2022,4
2426,CUST02426,Standard,Tamil Nadu,Chennai,Female,18-25,High,Verified,2026,0
2427,CUST02427,Standard,West Bengal,Durgapur,Male,46-60,Low,Verified,2024,2
2428,CUST02428,Standard,Uttar Pradesh,Noida,Female,36-45,Middle,Verified,2026,0
2429,CUST02429,Standard,Tamil Nadu,Madurai,Female,60+,Middle,Verified,2025,1
2430,CUST02430,Standard,Rajasthan,Jodhpur,Male,26-35,Low,Verified,2023,3
2431,CUST02431,Standard,Rajasthan,Jaipur,Female,18-25,Low,Verified,2024,2
2432,CUST02432,Standard,Maharashtra,Nagpur,Female,60+,High,Verified,2023,3
2433,CUST02433,Standard,Karnataka,Bengaluru,Female,26-35,Low,Verified,2025,1
2434,CUST02434,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2019,7
2435,CUST02435,Standard,Karnataka,Mysuru,Male,18-25,Low,Verified,2022,4
2436,CUST02436,Premium,Delhi,New Delhi,Male,36-45,High,Pending,2026,0
2437,CUST02437,Gold,Tamil Nadu,Madurai,Male,26-35,Middle,Verified,2025,1
2438,CUST02438,Premium,Maharashtra,Pune,Male,36-45,Middle,Verified,2023,3
2439,CUST02439,Standard,Maharashtra,Nagpur,Male,36-45,Low,Verified,2023,3
2440,CUST02440,Gold,Maharashtra,Pune,Female,26-35,Middle,Verified,2023,3
2441,CUST02441,Standard,Maharashtra,Mumbai,Female,26-35,High,Verified,2022,4
2442,CUST02442,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2024,2
2443,CUST02443,Standard,Delhi,New Delhi,Female,60+,Middle,Verified,2026,0
2444,CUST02444,Gold,Rajasthan,Udaipur,Male,46-60,Middle,Verified,2023,3
2445,CUST02445,Premium,Maharashtra,Pune,Male,26-35,High,Verified,2025,1
2446,CUST02446,Standard,Rajasthan,Jodhpur,Female,26-35,Low,Verified,2022,4
2447,CUST02447,Standard,Maharashtra,Mumbai,Female,60+,High,Verified,2024,2
2448,CUST02448,Gold,Telangana,Warangal,Male,26-35,Middle,Verified,2020,6
2449,CUST02449,Premium,Karnataka,Mangaluru,Male,46-60,High,Pending,2019,7
2450,CUST02450,Gold,Uttar Pradesh,Noida,Female,46-60,Low,Verified,2025,1
2451,CUST02451,Standard,Maharashtra,Pune,Female,26-35,High,Verified,2020,6
2452,CUST02452,Standard,Rajasthan,Jaipur,Male,26-35,Middle,Verified,2021,5
2453,CUST02453,Standard,Maharashtra,Pune,Male,18-25,Middle,Verified,2026,0
2454,CUST02454,Gold,Karnataka,Bengaluru,Male,18-25,Middle,Verified,2026,0
2455,CUST02455,Gold,Tamil Nadu,Madurai,Female,18-25,High,Verified,2020,6
2456,CUST02456,Standard,Uttar Pradesh,Noida,Female,26-35,Middle,Verified,2026,0
2457,CUST02457,Standard,Rajasthan,Jodhpur,Female,36-45,Low,Verified,2025,1
2458,CUST02458,Premium,Tamil Nadu,Chennai,Male,26-35,Low,Verified,2026,0
2459,CUST02459,Gold,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2024,2
2460,CUST02460,Premium,West Bengal,Siliguri,Male,46-60,High,Verified,2023,3
2461,CUST02461,Standard,Telangana,Hyderabad,Male,36-45,Middle,Verified,2026,0
2462,CUST02462,Gold,West Bengal,Kolkata,Male,26-35,Low,Verified,2026,0
2463,CUST02463,Gold,Maharashtra,Nagpur,Male,36-45,Middle,Verified,2024,2
2464,CUST02464,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2023,3
2465,CUST02465,Premium,Uttar Pradesh,Noida,Female,26-35,High,Verified,2025,1
2466,CUST02466,Standard,Tamil Nadu,Chennai,Male,26-35,High,Verified,2025,1
2467,CUST02467,Gold,Kerala,Thiruvananthapuram,Female,46-60,Low,Pending,2026,0
2468,CUST02468,Premium,Kerala,Thiruvananthapuram,Male,18-25,Low,Verified,2023,3
2469,CUST02469,Standard,Kerala,Kochi,Male,18-25,Middle,Verified,2025,1
2470,CUST02470,Standard,Maharashtra,Pune,Male,36-45,Middle,Pending,2026,0
2471,CUST02471,Standard,Karnataka,Mangaluru,Female,18-25,Low,Verified,2025,1
2472,CUST02472,Gold,Maharashtra,Nagpur,Male,60+,Middle,Verified,2023,3
2473,CUST02473,Gold,Rajasthan,Jodhpur,Female,26-35,Low,Verified,2025,1
2474,CUST02474,Standard,Karnataka,Mangaluru,Male,46-60,Middle,Verified,2023,3
2475,CUST02475,Gold,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
2476,CUST02476,Standard,Karnataka,Bengaluru,Male,36-45,High,Verified,2026,0
2477,CUST02477,Standard,Maharashtra,Mumbai,Female,26-35,Low,Verified,2022,4
2478,CUST02478,Standard,Karnataka,Bengaluru,Female,18-25,High,Verified,2023,3
2479,CUST02479,Gold,Maharashtra,Pune,Male,46-60,Low,Verified,2022,4
2480,CUST02480,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2026,0
2481,CUST02481,Gold,Rajasthan,Jaipur,Male,18-25,Low,Verified,2023,3
2482,CUST02482,Standard,West Bengal,Kolkata,Male,26-35,Middle,Verified,2024,2
2483,CUST02483,Gold,West Bengal,Siliguri,Female,26-35,Middle,Verified,2025,1
2484,CUST02484,Standard,Tamil Nadu,Madurai,Male,18-25,Middle,Verified,2025,1
2485,CUST02485,Gold,Uttar Pradesh,Lucknow,Female,36-45,Middle,Verified,2026,0
2486,CUST02486,Standard,Kerala,Thiruvananthapuram,Female,36-45,Middle,Verified,2026,0
2487,CUST02487,Premium,Rajasthan,Udaipur,Female,26-35,High,Verified,2026,0
2488,CUST02488,Gold,Maharashtra,Nagpur,Male,26-35,High,Verified,2024,2
2489,CUST02489,Gold,Kerala,Kozhikode,Male,18-25,Low,Verified,2025,1
2490,CUST02490,Premium,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2025,1
2491,CUST02491,Gold,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
2492,CUST02492,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2021,5
2493,CUST02493,Gold,West Bengal,Durgapur,Male,36-45,High,Verified,2024,2
2494,CUST02494,Gold,Telangana,Hyderabad,Male,36-45,Middle,Verified,2023,3
2495,CUST02495,Standard,Maharashtra,Nagpur,Female,46-60,Middle,Verified,2020,6
2496,CUST02496,Gold,Uttar Pradesh,Lucknow,Female,46-60,Middle,Verified,2023,3
2497,CUST02497,Gold,Tamil Nadu,Coimbatore,Female,46-60,Middle,Verified,2024,2
2498,CUST02498,Premium,Maharashtra,Nagpur,Male,18-25,Middle,Verified,2022,4
2499,CUST02499,Premium,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2024,2
2500,CUST02500,Standard,Gujarat,Vadodara,Male,18-25,Low,Verified,2026,0
2501,CUST02501,Standard,Maharashtra,Nagpur,Female,60+,Low,Verified,2025,1
2502,CUST02502,Standard,Maharashtra,Mumbai,Female,26-35,Low,Verified,2024,2
2503,CUST02503,Standard,Rajasthan,Udaipur,Female,18-25,Middle,Pending,2020,6
2504,CUST02504,Gold,Kerala,Kozhikode,Male,26-35,Middle,Verified,2024,2
2505,CUST02505,Standard,Maharashtra,Pune,Male,36-45,Middle,Verified,2020,6
2506,CUST02506,Standard,Telangana,Warangal,Male,46-60,Low,Verified,2024,2
2507,CUST02507,Gold,Delhi,New Delhi,Male,26-35,Middle,Verified,2021,5
2508,CUST02508,Gold,Gujarat,Ahmedabad,Female,26-35,Middle,Verified,2021,5
2509,CUST02509,Standard,Tamil Nadu,Coimbatore,Female,26-35,Middle,Verified,2021,5
2510,CUST02510,Standard,Maharashtra,Pune,Male,26-35,High,Verified,2024,2
2511,CUST02511,Standard,Delhi,New Delhi,Female,26-35,Low,Verified,2022,4
2512,CUST02512,Standard,Maharashtra,Pune,Female,18-25,Middle,Verified,2026,0
2513,CUST02513,Premium,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2024,2
2514,CUST02514,Gold,Kerala,Kochi,Male,26-35,Middle,Verified,2022,4
2515,CUST02515,Standard,Rajasthan,Udaipur,Female,36-45,High,Verified,2022,4
2516,CUST02516,Gold,Rajasthan,Jaipur,Female,18-25,Middle,Verified,2023,3
2517,CUST02517,Standard,Rajasthan,Udaipur,Female,60+,Low,Verified,2025,1
2518,CUST02518,Gold,Maharashtra,Nagpur,Female,26-35,Middle,Verified,2021,5
2519,CUST02519,Standard,West Bengal,Siliguri,Male,26-35,Low,Verified,2024,2
2520,CUST02520,Gold,Karnataka,Mangaluru,Female,36-45,Middle,Verified,2022,4
2521,CUST02521,Standard,Kerala,Kochi,Male,18-25,Middle,Verified,2025,1
2522,CUST02522,Standard,Uttar Pradesh,Kanpur,Male,36-45,Low,Verified,2026,0
2523,CUST02523,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2025,1
2524,CUST02524,Standard,Tamil Nadu,Chennai,Male,18-25,Low,Verified,2025,1
2525,CUST02525,Gold,Karnataka,Bengaluru,Male,46-60,Low,Verified,2023,3
2526,CUST02526,Standard,Karnataka,Mangaluru,Male,36-45,Middle,Verified,2024,2
2527,CUST02527,Gold,Rajasthan,Jodhpur,Female,26-35,Middle,Verified,2023,3
2528,CUST02528,Gold,Kerala,Kochi,Male,26-35,Middle,Verified,2026,0
2529,CUST02529,Gold,Karnataka,Mysuru,Male,26-35,Middle,Verified,2026,0
2530,CUST02530,Gold,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2019,7
2531,CUST02531,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2024,2
2532,CUST02532,Standard,Rajasthan,Jaipur,Male,36-45,High,Verified,2026,0
2533,CUST02533,Premium,Kerala,Kozhikode,Male,18-25,Middle,Verified,2025,1
2534,CUST02534,Standard,Gujarat,Vadodara,Male,36-45,High,Verified,2022,4
2535,CUST02535,Standard,West Bengal,Durgapur,Male,26-35,Middle,Verified,2022,4
2536,CUST02536,Gold,Uttar Pradesh,Kanpur,Female,36-45,Middle,Verified,2020,6
2537,CUST02537,Standard,Karnataka,Mysuru,Female,26-35,Low,Verified,2020,6
2538,CUST02538,Gold,Rajasthan,Udaipur,Female,26-35,Middle,Verified,2024,2
2539,CUST02539,Premium,Gujarat,Ahmedabad,Female,26-35,High,Verified,2024,2
2540,CUST02540,Standard,Maharashtra,Pune,Female,18-25,High,Verified,2026,0
2541,CUST02541,Gold,Delhi,New Delhi,Male,36-45,Low,Verified,2025,1
2542,CUST02542,Standard,Telangana,Warangal,Female,36-45,High,Verified,2021,5
2543,CUST02543,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2025,1
2544,CUST02544,Gold,West Bengal,Siliguri,Male,36-45,High,Verified,2026,0
2545,CUST02545,Gold,Kerala,Thiruvananthapuram,Female,60+,Middle,Verified,2021,5
2546,CUST02546,Gold,Uttar Pradesh,Lucknow,Female,46-60,High,Verified,2023,3
2547,CUST02547,Premium,Telangana,Hyderabad,Male,26-35,Middle,Verified,2026,0
2548,CUST02548,Standard,Gujarat,Ahmedabad,Female,26-35,Low,Verified,2025,1
2549,CUST02549,Gold,Karnataka,Mangaluru,Male,18-25,Middle,Verified,2023,3
2550,CUST02550,Standard,Tamil Nadu,Coimbatore,Female,26-35,Low,Verified,2026,0
2551,CUST02551,Standard,Karnataka,Mysuru,Female,18-25,Low,Verified,2026,0
2552,CUST02552,Standard,Rajasthan,Jodhpur,Female,46-60,Low,Verified,2024,2
2553,CUST02553,Gold,Kerala,Thiruvananthapuram,Male,36-45,Low,Verified,2020,6
2554,CUST02554,Standard,Maharashtra,Nagpur,Female,26-35,Middle,Verified,2021,5
2555,CUST02555,Gold,Uttar Pradesh,Noida,Male,18-25,Low,Verified,2019,7
2556,CUST02556,Gold,West Bengal,Durgapur,Male,26-35,Middle,Verified,2025,1
2557,CUST02557,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2022,4
2558,CUST02558,Standard,Tamil Nadu,Chennai,Male,36-45,Low,Verified,2022,4
2559,CUST02559,Standard,West Bengal,Siliguri,Male,26-35,Low,Verified,2021,5
2560,CUST02560,Standard,Gujarat,Vadodara,Male,18-25,High,Verified,2024,2
2561,CUST02561,Gold,Maharashtra,Nagpur,Male,36-45,Low,Verified,2023,3
2562,CUST02562,Standard,Maharashtra,Mumbai,Male,60+,Low,Verified,2026,0
2563,CUST02563,Gold,Maharashtra,Nagpur,Male,36-45,High,Verified,2023,3
2564,CUST02564,Gold,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2025,1
